No.,Time,Source,Destination,Protocol,Length,Info,Target
235,26.60809,166.62.10.139,10.0.0.75,TCP,66,"80  >  50597 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
236,26.60818,10.0.0.75,166.62.10.139,TCP,54,50596  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
237,26.608212,10.0.0.75,166.62.10.139,TCP,54,50597  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
238,26.608363,10.0.0.75,166.62.10.139,HTTP,625,GET / HTTP/1.1 ,0
239,26.608748,10.0.0.75,216.58.197.46,TCP,54,50595  >  443 [ACK] Seq=700 Ack=264 Win=65792 Len=0,0
240,26.644019,166.62.10.139,10.0.0.75,TCP,60,80  >  50597 [ACK] Seq=1 Ack=572 Win=15744 Len=0,0
241,27.496185,10.0.0.75,216.58.207.35,TCP,590,"[TCP Retransmission] 50593  >  443 [PSH, ACK] Seq=662 Ack=264 Win=65792 Len=536",1
242,27.768564,10.0.0.75,208.71.44.30,TLSv1.2,292,Application Data,0
243,27.768673,10.0.0.75,208.71.44.30,TLSv1.2,100,Application Data,0
244,27.898697,166.62.10.139,10.0.0.75,HTTP,479,HTTP/1.1 301 Moved Permanently ,0
245,27.902423,10.0.0.75,121.242.190.180,DNS,74,Standard query 0xc051 A newtglobal.com,0
246,27.93162,10.0.0.75,8.8.8.8,DNS,74,Standard query 0xc051 A newtglobal.com,0
247,27.951437,10.0.0.75,166.62.10.139,TCP,54,50597  >  80 [ACK] Seq=572 Ack=426 Win=65024 Len=0,0
248,27.999913,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
249,28.022318,8.8.8.8,10.0.0.75,DNS,90,Standard query response 0xc051 A newtglobal.com A 166.62.10.139,0
250,28.023684,10.0.0.75,166.62.10.139,TCP,66,50598  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
251,28.023948,10.0.0.75,166.62.10.139,TCP,66,50599  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
252,28.036743,208.71.44.30,10.0.0.75,TCP,60,443  >  50526 [ACK] Seq=1 Ack=240 Win=199 Len=0,0
253,28.036744,208.71.44.30,10.0.0.75,TCP,60,443  >  50526 [ACK] Seq=1 Ack=286 Win=199 Len=0,0
254,28.03803,208.71.44.30,10.0.0.75,TLSv1.2,92,Application Data,0
255,28.038031,208.71.44.30,10.0.0.75,TLSv1.2,91,Application Data,0
256,28.038177,10.0.0.75,208.71.44.30,TCP,54,50526  >  443 [ACK] Seq=286 Ack=76 Win=251 Len=0,0
257,28.059106,166.62.10.139,10.0.0.75,TCP,66,"443  >  50598 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
258,28.059287,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
259,28.059769,10.0.0.75,166.62.10.139,TLSv1.2,256,Client Hello,0
260,28.059897,166.62.10.139,10.0.0.75,TCP,66,"443  >  50599 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
261,28.060005,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
262,28.060365,10.0.0.75,166.62.10.139,TLSv1.2,256,Client Hello,0
263,28.095324,166.62.10.139,10.0.0.75,TCP,60,443  >  50598 [ACK] Seq=1 Ack=203 Win=15744 Len=0,0
264,28.099303,166.62.10.139,10.0.0.75,TLSv1.2,1514,Server Hello,0
265,28.099306,166.62.10.139,10.0.0.75,TCP,60,443  >  50599 [ACK] Seq=1 Ack=203 Win=15744 Len=0,0
266,28.099307,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=1461 Ack=203 Win=15744 Len=1460 [TCP segment of a reassembled PDU],0
267,28.099308,166.62.10.139,10.0.0.75,TLSv1.2,1230,Certificate [TCP segment of a reassembled PDU],0
268,28.099313,166.62.10.139,10.0.0.75,TLSv1.2,1514,Server Hello,0
269,28.099315,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=1461 Ack=203 Win=15744 Len=1460 [TCP segment of a reassembled PDU],0
270,28.099316,166.62.10.139,10.0.0.75,TLSv1.2,1230,Certificate [TCP segment of a reassembled PDU],0
271,28.099465,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=203 Ack=4097 Win=65536 Len=0,0
272,28.099552,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=203 Ack=4097 Win=65536 Len=0,0
273,28.103294,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=4097 Ack=203 Win=15744 Len=1460 [TCP segment of a reassembled PDU],0
274,28.103297,166.62.10.139,10.0.0.75,TLSv1.2,457,"Certificate Status, Server Key Exchange, Server Hello Done",0
275,28.103298,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=4097 Ack=203 Win=15744 Len=1460 [TCP segment of a reassembled PDU],0
276,28.1033,166.62.10.139,10.0.0.75,TLSv1.2,457,"Certificate Status, Server Key Exchange, Server Hello Done",0
277,28.103429,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=203 Ack=5960 Win=65536 Len=0,0
278,28.103528,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=203 Ack=5960 Win=65536 Len=0,0
279,28.1088,10.0.0.75,166.62.10.139,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",0
280,28.114377,10.0.0.75,166.62.10.139,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",0
281,28.144283,166.62.10.139,10.0.0.75,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",0
282,28.147348,10.0.0.75,166.62.10.139,TLSv1.2,723,Application Data,0
283,28.150762,166.62.10.139,10.0.0.75,TLSv1.2,328,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",0
284,28.155758,208.71.44.30,10.0.0.75,TLSv1.2,92,Application Data,0
285,28.15576,208.71.44.30,10.0.0.75,TLSv1.2,202,Application Data,0
286,28.155834,10.0.0.75,208.71.44.30,TCP,54,50526  >  443 [ACK] Seq=286 Ack=262 Win=256 Len=0,0
287,28.157024,208.71.44.30,10.0.0.75,TLSv1.2,1107,Application Data,0
288,28.203328,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=329 Ack=6234 Win=65280 Len=0,0
289,28.207324,10.0.0.75,208.71.44.30,TCP,54,50526  >  443 [ACK] Seq=286 Ack=1315 Win=252 Len=0,0
290,28.223275,166.62.10.139,10.0.0.75,TCP,60,443  >  50598 [ACK] Seq=6234 Ack=998 Win=17024 Len=0,0
291,28.463727,10.0.0.75,13.75.106.0,TLSv1.2,155,Application Data,0
292,28.528517,13.75.106.0,10.0.0.75,TLSv1.2,155,Application Data,0
293,28.562344,10.0.0.75,13.75.106.0,TCP,54,50528  >  443 [ACK] Seq=102 Ack=102 Win=254 Len=0,0
294,28.574731,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
295,29.324091,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
296,29.521319,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
297,29.522151,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=7694 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
298,29.522152,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=9154 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
299,29.522156,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=10614 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
300,29.522268,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=998 Ack=12074 Win=65536 Len=0,0
301,29.522422,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=12074 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
302,29.522987,166.62.10.139,10.0.0.75,TLSv1.2,1399,Application Data,0
303,29.52305,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=998 Ack=14879 Win=65536 Len=0,0
304,29.523319,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=14879 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
305,29.523668,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=16339 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
306,29.523738,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=998 Ack=17799 Win=65536 Len=0,0
307,29.524009,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=17799 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
308,29.524348,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=19259 Ack=998 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
309,29.52442,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=998 Ack=20719 Win=65536 Len=0,0
310,29.557456,166.62.10.139,10.0.0.75,TLSv1.2,396,"Application Data, Application Data",0
311,29.591526,166.62.10.139,10.0.0.75,TLSv1.2,391,Application Data,0
312,29.5916,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=998 Ack=21398 Win=64768 Len=0,0
313,29.650028,10.0.0.75,166.62.10.139,TLSv1.2,693,Application Data,0
314,29.660067,10.0.0.75,166.62.10.139,TCP,66,50600  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
315,29.660729,10.0.0.75,121.242.190.180,DNS,80,Standard query 0xdf80 A fonts.googleapis.com,0
316,29.662193,10.0.0.75,166.62.10.139,TLSv1.2,696,Application Data,0
317,29.668088,10.0.0.75,166.62.10.139,TCP,66,50601  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
318,29.668273,10.0.0.75,166.62.10.139,TCP,66,50602  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
319,29.668601,10.0.0.75,166.62.10.139,TCP,66,50603  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
320,29.67272,10.0.0.75,216.239.38.120,QUIC,228,"Payload (Encrypted), PKN: 48, CID: 6047882625472204203",0
321,29.672816,10.0.0.75,216.239.38.120,QUIC,66,"Payload (Encrypted), PKN: 49, CID: 6047882625472204203",0
322,29.674866,10.0.0.75,121.242.190.180,DNS,75,Standard query 0xb1f6 A maps.google.com,0
323,29.676415,216.239.38.120,10.0.0.75,QUIC,75,"Payload (Encrypted), PKN: 64",0
324,29.684612,166.62.10.139,10.0.0.75,TCP,60,443  >  50598 [ACK] Seq=21398 Ack=1637 Win=18432 Len=0,0
325,29.691529,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
326,29.69153,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=22858 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
327,29.691532,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=24318 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
328,29.691604,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=25778 Win=65536 Len=0,0
329,29.691702,10.0.0.75,8.8.8.8,DNS,80,Standard query 0xdf80 A fonts.googleapis.com,0
330,29.694372,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=25778 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
331,29.694373,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=27238 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
332,29.694373,166.62.10.139,10.0.0.75,TLSv1.2,1378,Application Data,0
333,29.694375,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=30022 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
334,29.694375,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=31482 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
335,29.694376,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=32942 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
336,29.694376,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=34402 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
337,29.694377,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=35862 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
338,29.694443,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=37322 Win=65536 Len=0,0
339,29.694849,166.62.10.139,10.0.0.75,TCP,66,"443  >  50600 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
340,29.694909,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
341,29.695079,10.0.0.75,166.62.10.139,TLSv1.2,571,Client Hello,0
342,29.702537,166.62.10.139,10.0.0.75,TCP,66,"443  >  50602 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
343,29.702607,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
344,29.702738,10.0.0.75,166.62.10.139,TLSv1.2,571,Client Hello,0
345,29.702959,166.62.10.139,10.0.0.75,TLSv1.2,1472,Application Data,0
346,29.703656,10.0.0.75,8.8.8.8,DNS,75,Standard query 0xb1f6 A maps.google.com,0
347,29.704213,10.0.0.75,166.62.10.139,TLSv1.2,717,Application Data,0
348,29.707547,166.62.10.139,10.0.0.75,TCP,66,"443  >  50601 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
349,29.707548,166.62.10.139,10.0.0.75,TCP,66,"443  >  50603 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128",0
350,29.707644,10.0.0.75,166.62.10.139,TCP,54,50601  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
351,29.707672,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
352,29.707797,10.0.0.75,166.62.10.139,TLSv1.2,571,Client Hello,0
353,29.707889,10.0.0.75,166.62.10.139,TLSv1.2,571,Client Hello,0
354,29.714139,216.239.38.120,10.0.0.75,QUIC,100,"Payload (Encrypted), PKN: 65",0
355,29.71414,216.239.38.120,10.0.0.75,QUIC,60,"Payload (Encrypted), PKN: 66",0
356,29.714387,10.0.0.75,216.239.38.120,QUIC,83,"Payload (Encrypted), PKN: 50, CID: 6047882625472204203",0
357,29.727774,10.0.0.75,121.242.190.180,DNS,79,Standard query 0xe858 A maps.googleapis.com,0
358,29.728134,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
359,29.728179,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=38782 Win=65536 Len=0,0
360,29.728472,166.62.10.139,10.0.0.75,TCP,1514,"443  >  50598 [PSH, ACK] Seq=38782 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU]",0
361,29.728811,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=40242 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
362,29.728836,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=41702 Win=65536 Len=0,0
363,29.729149,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=41702 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
364,29.729491,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=43162 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
365,29.729512,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=44622 Win=65536 Len=0,0
366,29.729854,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=44622 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
367,29.730187,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU],0
368,29.730209,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=47542 Win=65536 Len=0,0
369,29.730522,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=47542 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
370,29.731125,166.62.10.139,10.0.0.75,TCP,1514,443  >  50598 [ACK] Seq=49002 Ack=1637 Win=18432 Len=1460 [TCP segment of a reassembled PDU],0
371,29.731126,166.62.10.139,10.0.0.75,TLSv1.2,236,"Application Data, Application Data",0
372,29.731126,8.8.8.8,10.0.0.75,DNS,132,Standard query response 0xdf80 A fonts.googleapis.com CNAME googleadapis.l.google.com A 216.58.220.42,0
373,29.731126,166.62.10.139,10.0.0.75,TCP,60,443  >  50600 [ACK] Seq=1 Ack=518 Win=15744 Len=0,0
374,29.731151,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=1637 Ack=50644 Win=65536 Len=0,0
375,29.731504,166.62.10.139,10.0.0.75,TLSv1.2,195,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",0
376,29.734735,10.0.0.75,216.58.220.42,TCP,66,50604  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
377,29.734944,10.0.0.75,166.62.10.139,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",0
378,29.735209,10.0.0.75,121.242.190.180,DNS,67,Standard query 0x4de6 A s.w.org,0
379,29.735287,10.0.0.75,166.62.10.139,TLSv1.2,717,Application Data,0
380,29.735443,10.0.0.75,166.62.10.139,TLSv1.2,717,Application Data,0
381,29.73769,216.58.220.42,10.0.0.75,TCP,66,"443  >  50604 [SYN, ACK] Seq=0 Ack=1 Win=42780 Len=0 MSS=1380 SACK_PERM=1 WS=256",0
382,29.737692,166.62.10.139,10.0.0.75,TCP,60,443  >  50602 [ACK] Seq=1 Ack=518 Win=15744 Len=0,0
383,29.737782,10.0.0.75,216.58.220.42,TCP,54,50604  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,0
384,29.738443,166.62.10.139,10.0.0.75,TLSv1.2,195,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",0
385,29.738737,10.0.0.75,216.58.220.42,QUIC,1392,"Client Hello, PKN: 1, CID: 17505067168007039637",0
386,29.738971,10.0.0.75,166.62.10.139,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",0
387,29.739287,10.0.0.75,216.58.220.42,QUIC,420,"Payload (Encrypted), PKN: 2, CID: 17505067168007039637",0
388,29.739408,10.0.0.75,216.58.220.42,TLSv1.2,262,Client Hello,0
389,29.739585,10.0.0.75,166.62.10.139,TLSv1.2,714,Application Data,0
390,29.741226,8.8.8.8,10.0.0.75,DNS,91,Standard query response 0xb1f6 A maps.google.com A 216.58.196.110,0
391,29.741969,10.0.0.75,216.58.196.110,TCP,66,50605  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
392,29.742144,216.58.220.42,10.0.0.75,TCP,60,443  >  50604 [ACK] Seq=1 Ack=209 Win=44032 Len=0,0
393,29.744297,216.58.196.110,10.0.0.75,TCP,66,"443  >  50605 [SYN, ACK] Seq=0 Ack=1 Win=42780 Len=0 MSS=1380 SACK_PERM=1 WS=256",0
394,29.744298,166.62.10.139,10.0.0.75,TCP,60,443  >  50603 [ACK] Seq=1 Ack=518 Win=15744 Len=0,0
395,29.744382,10.0.0.75,216.58.196.110,TCP,54,50605  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,0
396,29.744543,10.0.0.75,216.58.196.110,TLSv1.2,257,Client Hello,0
397,29.744735,166.62.10.139,10.0.0.75,TCP,60,443  >  50601 [ACK] Seq=1 Ack=518 Win=15744 Len=0,0
398,29.745454,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
399,29.746225,166.62.10.139,10.0.0.75,TCP,1514,443  >  50599 [ACK] Seq=9112 Ack=1634 Win=18304 Len=1460 [TCP segment of a reassembled PDU],0
400,29.746225,166.62.10.139,10.0.0.75,TLSv1.2,195,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",0
401,29.746227,166.62.10.139,10.0.0.75,TLSv1.2,724,"Application Data, Application Data",0
402,29.746227,166.62.10.139,10.0.0.75,TLSv1.2,195,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",0
403,29.746275,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=1634 Ack=11242 Win=65536 Len=0,0
404,29.746386,10.0.0.75,166.62.10.139,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",0
405,29.746596,10.0.0.75,166.62.10.139,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",0
406,29.747231,216.58.196.110,10.0.0.75,TCP,60,443  >  50605 [ACK] Seq=1 Ack=204 Win=44032 Len=0,0
407,29.74726,10.0.0.75,166.62.10.139,TLSv1.2,714,Application Data,0
408,29.747361,10.0.0.75,166.62.10.139,TLSv1.2,732,Application Data,0
409,29.747452,10.0.0.75,166.62.10.139,TLSv1.2,715,Application Data,0
410,29.75982,10.0.0.75,8.8.8.8,DNS,79,Standard query 0xe858 A maps.googleapis.com,0
411,29.763632,10.0.0.75,8.8.8.8,DNS,67,Standard query 0x4de6 A s.w.org,0
412,29.766243,8.8.8.8,10.0.0.75,DNS,83,Standard query response 0x4de6 A s.w.org A 192.0.77.48,0
413,29.766926,10.0.0.75,216.58.220.42,QUIC,1392,"Client Hello, PKN: 3, CID: 17505067168007039637",0
414,29.769215,216.58.220.42,10.0.0.75,QUIC,77,"Payload (Encrypted), PKN: 1, CID: 17505067168007039637",0
415,29.773105,216.58.220.42,10.0.0.75,QUIC,80,"Payload (Encrypted), PKN: 2, CID: 17505067168007039637",0
416,29.773244,10.0.0.75,216.58.220.42,QUIC,416,"Payload (Encrypted), PKN: 4, CID: 17505067168007039637",0
417,29.774923,166.62.10.139,10.0.0.75,TLSv1.2,1226,Application Data,0
418,29.774925,166.62.10.139,10.0.0.75,TCP,60,443  >  50602 [ACK] Seq=142 Ack=1229 Win=17024 Len=0,0
419,29.774926,216.58.220.42,10.0.0.75,QUIC,1392,"Rejection, PKN: 3, CID: 17505067168007039637",0
420,29.775368,216.58.220.42,10.0.0.75,QUIC,1392,"Payload (Encrypted), PKN: 4, CID: 17505067168007039637",0
421,29.776748,216.58.220.42,10.0.0.75,TLSv1.2,1484,Server Hello,0
422,29.777106,216.58.220.42,10.0.0.75,TCP,1484,443  >  50604 [ACK] Seq=1431 Ack=209 Win=44032 Len=1430 [TCP segment of a reassembled PDU],0
423,29.777108,216.58.220.42,10.0.0.75,TLSv1.2,695,"Certificate, Server Key Exchange, Server Hello Done",0
424,29.777146,10.0.0.75,216.58.220.42,TCP,54,50604  >  443 [ACK] Seq=209 Ack=3502 Win=66048 Len=0,0
425,29.778394,10.0.0.75,216.58.220.42,QUIC,1392,"Payload (Encrypted), PKN: 5, CID: 17505067168007039637",0
426,29.778442,10.0.0.75,216.58.220.42,QUIC,416,"Payload (Encrypted), PKN: 6, CID: 17505067168007039637",0
427,29.780305,10.0.0.75,216.58.220.42,TLSv1.2,312,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message",0
428,29.780393,166.62.10.139,10.0.0.75,TLSv1.2,1514,Application Data,0
429,29.780721,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=1602 Ack=1229 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
430,29.780745,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=1229 Ack=3062 Win=65536 Len=0,0
431,29.781056,166.62.10.139,10.0.0.75,TCP,1514,443  >  50602 [ACK] Seq=3062 Ack=1229 Win=17024 Len=1460 [TCP segment of a reassembled PDU],0
432,29.781058,166.62.10.139,10.0.0.75,TLSv1.2,478,Application Data,0
433,29.781058,166.62.10.139,10.0.0.75,TLSv1.2,91,Application Data,0
434,29.781082,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=1229 Ack=4983 Win=65536 Len=0,0
435,29.781764,216.58.196.110,10.0.0.75,TLSv1.2,1484,Server Hello,0
436,29.781911,10.0.0.75,166.62.10.139,TLSv1.2,710,Application Data,0
437,29.782015,10.0.0.75,216.58.220.42,TLSv1.2,147,Application Data,0
438,29.782116,216.58.196.110,10.0.0.75,TCP,1484,443  >  50605 [ACK] Seq=1431 Ack=204 Win=44032 Len=1430 [TCP segment of a reassembled PDU],0
439,29.782117,216.58.220.42,10.0.0.75,QUIC,80,"Payload (Encrypted), PKN: 5, CID: 17505067168007039637",0
440,29.782145,10.0.0.75,216.58.196.110,TCP,54,50605  >  443 [ACK] Seq=204 Ack=2861 Win=66048 Len=0,0
441,29.782466,216.58.196.110,10.0.0.75,TLSv1.2,1484,Certificate [TCP segment of a reassembled PDU],0
442,29.782468,166.62.10.139,10.0.0.75,TCP,60,443  >  50600 [ACK] Seq=142 Ack=1232 Win=17024 Len=0,0
443,29.782468,216.58.196.110,10.0.0.75,TLSv1.2,139,"Server Key Exchange, Server Hello Done",0
444,29.782511,10.0.0.75,216.58.196.110,TCP,54,50605  >  443 [ACK] Seq=204 Ack=4376 Win=66048 Len=0,0
445,29.782863,166.62.10.139,10.0.0.75,TCP,60,443  >  50603 [ACK] Seq=142 Ack=1247 Win=17152 Len=0,0
446,29.783879,216.58.220.42,10.0.0.75,TLSv1.2,375,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",0
447,29.78388,216.58.220.42,10.0.0.75,TLSv1.2,123,Application Data,0
448,29.783916,10.0.0.75,216.58.220.42,TCP,54,50604  >  443 [ACK] Seq=560 Ack=3892 Win=65792 Len=0,0
449,29.78416,10.0.0.75,216.58.196.110,TLSv1.2,312,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message",0
450,29.784287,216.58.220.42,10.0.0.75,TLSv1.2,92,Application Data,0
451,29.784816,10.0.0.75,216.58.220.42,TLSv1.2,92,Application Data,0
452,29.784943,10.0.0.75,166.62.10.139,TLSv1.2,706,Application Data,0
453,29.788938,10.0.0.75,216.58.196.110,TLSv1.2,147,Application Data,0
454,29.789242,10.0.0.75,216.58.196.110,TLSv1.2,923,Application Data,0
455,29.789305,216.58.196.110,10.0.0.75,TLSv1.2,375,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",0
456,29.789306,216.58.196.110,10.0.0.75,TLSv1.2,123,Application Data,0
